prefix,tag,count,total,avg_val,first_val,first_step,last_val,last_step,min_val,min_step,max_val,max_step
.guild,loss,1,-0.10040599852800369,-0.10040599852800369,-0.10040599852800369,0,-0.10040599852800369,0,-0.10040599852800369,0,-0.10040599852800369,0
