path,type,size,mtime,md5
a.py,file,0,1686136828023131,d41d8cd98f00b204e9800998ecf8427e
b.py,file,0,1686136828023131,d41d8cd98f00b204e9800998ecf8427e
c.py,file,0,1686136828027131,d41d8cd98f00b204e9800998ecf8427e
guild.yml,file,147,1686136828027131,2f5e80b48146987d546a9dbcab783749
sleep.py,file,89,1686136828027131,d0c6da7a0705ddf7a4d4c94e45e23592
train.py,file,229,1686136828027131,dd54e9d20161bdafac309e6bda07c049
