prefix,tag,count,total,avg_val,first_val,first_step,last_val,last_step,min_val,min_step,max_val,max_step
.guild,loss,1,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0,0.00046999999904073775,0,0.00046999999904073775,0,0.00046999999904073775,0
